session_id,session_type,speaker,input_text,emotion,conflict_type,response_type,privacy_level,ai_response,input_output
BM07746,couple,both,Monologues replace dialogue. We want fairness. Ten minutes each would feel fair.,frustration,communication imbalance,pattern reflection,shared,Close loops: did you feel understood before moving on?,Input: Monologues replace dialogue. We want fairness. Ten minutes each would feel fair. || Output: Close loops: did you feel understood before moving on?
BM07747,couple,both,Monologues replace dialogue. We want fairness. We want a timer if needed.,frustration,communication imbalance,pattern reflection,shared,Practice the five-second pause after they finish.,Input: Monologues replace dialogue. We want fairness. We want a timer if needed. || Output: Practice the five-second pause after they finish.
BM07748,couple,both,Monologues replace dialogue. We want fairness. We need language that isn't blaming.,frustration,communication imbalance,pattern reflection,shared,"If anxiety drives overtalking, name it and slow breath together.","Input: Monologues replace dialogue. We want fairness. We need language that isn't blaming. || Output: If anxiety drives overtalking, name it and slow breath together."
BM07749,couple,both,Monologues replace dialogue. We want fairness. We want teamwork.,frustration,communication imbalance,pattern reflection,shared,Celebrate balanced talks; note what helped.,Input: Monologues replace dialogue. We want fairness. We want teamwork. || Output: Celebrate balanced talks; note what helped.
BM07750,couple,both,Monologues replace dialogue. We want fairness. We'll try for a week.,frustration,communication imbalance,pattern reflection,shared,Seek help if contempt or dismissal appears when the quieter speaks.,Input: Monologues replace dialogue. We want fairness. We'll try for a week. || Output: Seek help if contempt or dismissal appears when the quieter speaks.
BM07751,couple,both,Monologues replace dialogue. Neither of us feels fully heard.,frustration,communication imbalance,pattern reflection,shared,Balance speaking time and reflect what you heard before replying.,Input: Monologues replace dialogue. Neither of us feels fully heard. || Output: Balance speaking time and reflect what you heard before replying.
BM07752,couple,both,Monologues replace dialogue. Neither of us feels fully heard. Please suggest tools.,frustration,communication imbalance,pattern reflection,shared,Use turn-taking to make the conversation fair.,Input: Monologues replace dialogue. Neither of us feels fully heard. Please suggest tools. || Output: Use turn-taking to make the conversation fair.
BM07753,couple,both,Monologues replace dialogue. Neither of us feels fully heard. We need structure.,frustration,communication imbalance,pattern reflection,shared,"Try a timer: two minutes each, then swap.","Input: Monologues replace dialogue. Neither of us feels fully heard. We need structure. || Output: Try a timer: two minutes each, then swap."
BM07754,couple,both,Monologues replace dialogue. Neither of us feels fully heard. Concrete steps help.,frustration,communication imbalance,pattern reflection,shared,Use a talking object; only holder speaks.,Input: Monologues replace dialogue. Neither of us feels fully heard. Concrete steps help. || Output: Use a talking object; only holder speaks.
BM07755,couple,both,Monologues replace dialogue. Neither of us feels fully heard. We're willing to practice.,frustration,communication imbalance,pattern reflection,shared,Reflect back before adding your point.,Input: Monologues replace dialogue. Neither of us feels fully heard. We're willing to practice. || Output: Reflect back before adding your point.
BM07756,couple,both,Monologues replace dialogue. Neither of us feels fully heard. Ten minutes each would feel fair.,frustration,communication imbalance,pattern reflection,shared,Name the pattern kindly: we both want to be heard.,Input: Monologues replace dialogue. Neither of us feels fully heard. Ten minutes each would feel fair. || Output: Name the pattern kindly: we both want to be heard.
BM07757,couple,both,Monologues replace dialogue. Neither of us feels fully heard. We want a timer if needed.,frustration,communication imbalance,pattern reflection,shared,Agree on a signal when someone exceeds their share.,Input: Monologues replace dialogue. Neither of us feels fully heard. We want a timer if needed. || Output: Agree on a signal when someone exceeds their share.
BM07758,couple,both,Monologues replace dialogue. Neither of us feels fully heard. We need language that isn't blaming.,frustration,communication imbalance,pattern reflection,shared,Prioritize curiosity questions over statements.,Input: Monologues replace dialogue. Neither of us feels fully heard. We need language that isn't blaming. || Output: Prioritize curiosity questions over statements.
BM07759,couple,both,Monologues replace dialogue. Neither of us feels fully heard. We want teamwork.,frustration,communication imbalance,pattern reflection,shared,"If one is quieter, invite specifics: what would help you open up?","Input: Monologues replace dialogue. Neither of us feels fully heard. We want teamwork. || Output: If one is quieter, invite specifics: what would help you open up?"
BM07760,couple,both,Monologues replace dialogue. Neither of us feels fully heard. We'll try for a week.,frustration,communication imbalance,pattern reflection,shared,Write bullet points first to reduce ramble.,Input: Monologues replace dialogue. Neither of us feels fully heard. We'll try for a week. || Output: Write bullet points first to reduce ramble.
